city,city_ascii,state_name,lat,lng
Clifton,Clifton,New Jersey,40.863,-74.1575
Waukegan,Waukegan,Illinois,42.3698,-87.8716
Bloomington,Bloomington,Minnesota,44.8306,-93.3151
Avondale,Avondale,Arizona,33.3873,-112.3235
Atascocita,Atascocita,Texas,29.9777,-95.1953
Missoula,Missoula,Montana,46.8751,-114.0214
Fort Myers,Fort Myers,Florida,26.6194,-81.8302
Newton,Newton,Massachusetts,42.3316,-71.2085
Lawrence,Lawrence,Massachusetts,42.7002,-71.1626
Muncie,Muncie,Indiana,40.1989,-85.395
Rapid City,Rapid City,South Dakota,44.0716,-103.2204
Troy,Troy,Michigan,42.5817,-83.1457
Livermore,Livermore,California,37.6868,-121.7607
Citrus Heights,Citrus Heights,California,38.6948,-121.288
Hawthorne,Hawthorne,California,33.9147,-118.3476
Winchester,Winchester,Virginia,39.1735,-78.1746
Springdale,Springdale,Arkansas,36.1901,-94.1574
Whittier,Whittier,California,33.9678,-118.0188
Deerfield Beach,Deerfield Beach,Florida,26.305,-80.1277
Decatur,Decatur,Illinois,39.8557,-88.9342
San Ramon,San Ramon,California,37.7624,-121.9365
Vineland,Vineland,New Jersey,39.4653,-74.9981
Mission,Mission,Texas,26.2039,-98.3256
Auburn,Auburn,Washington,47.3039,-122.2108
Lake Forest,Lake Forest,California,33.6605,-117.6714
Newport Beach,Newport Beach,California,33.6151,-117.8668
Melbourne,Melbourne,Florida,28.1086,-80.6627
Brooklyn Park,Brooklyn Park,Minnesota,45.1112,-93.3505
Bryan,Bryan,Texas,30.665,-96.3807
Westland,Westland,Michigan,42.3192,-83.3805
Napa,Napa,California,38.2975,-122.301
Baytown,Baytown,Texas,29.7587,-94.9671
Cicero,Cicero,Illinois,41.8445,-87.7593
Anderson,Anderson,Indiana,40.0891,-85.6892
Franklin,Franklin,Tennessee,35.92,-86.8516
Farmington Hills,Farmington Hills,Michigan,42.486,-83.3771
Buena Park,Buena Park,California,33.8572,-118.0046
Albany,Albany,Georgia,31.5776,-84.1762
Pine Hills,Pine Hills,Florida,28.5818,-81.4692
State College,State College,Pennsylvania,40.7909,-77.8567
Redwood City,Redwood City,California,37.5025,-122.2253
Warwick,Warwick,Rhode Island,41.7062,-71.4334
Jackson,Jackson,Michigan,42.2431,-84.4038
Cranston,Cranston,Rhode Island,41.7658,-71.4858
Largo,Largo,Florida,27.9088,-82.7712
Miami Beach,Miami Beach,Florida,25.8171,-80.1396
Alhambra,Alhambra,California,34.084,-118.1355
Johns Creek,Johns Creek,Georgia,34.0333,-84.2027
Mountain View,Mountain View,California,37.4001,-122.0796
Salisbury,Salisbury,Maryland,38.3756,-75.5865
Morgantown,Morgantown,West Virginia,39.6383,-79.9464
Silver Spring,Silver Spring,Maryland,39.0028,-77.0207
Layton,Layton,Utah,41.077,-111.962
Springfield,Springfield,Ohio,39.93,-83.7959
Lakewood,Lakewood,California,33.8471,-118.1222
Florence,Florence,Alabama,34.8303,-87.6655
Folsom,Folsom,California,38.6668,-121.1422
Madera,Madera,California,36.963,-120.0778
New Rochelle,New Rochelle,New York,40.9304,-73.7836
Parma,Parma,Ohio,41.3843,-81.7286
Terre Haute,Terre Haute,Indiana,39.466,-87.3751
Somerville,Somerville,Massachusetts,42.3908,-71.1014
Flagstaff,Flagstaff,Arizona,35.1872,-111.6194
Boynton Beach,Boynton Beach,Florida,26.5281,-80.0811
Homestead,Homestead,Florida,25.4665,-80.4472
Newark,Newark,Ohio,40.0706,-82.425
Plymouth,Plymouth,Minnesota,45.0225,-93.4617
Anniston,Anniston,Alabama,33.6712,-85.8135
Texarkana,Texarkana,Texas,33.45,-94.0847
Tustin,Tustin,California,33.7311,-117.8107
Pharr,Pharr,Texas,26.1685,-98.1904
Port Huron,Port Huron,Michigan,42.9821,-82.4388
Turlock,Turlock,California,37.5053,-120.8588
Rancho Cordova,Rancho Cordova,California,38.5737,-121.2527
The Villages,The Villages,Florida,28.9034,-81.9887
Milpitas,Milpitas,California,37.4336,-121.8921
Perris,Perris,California,33.7898,-117.2233
Upland,Upland,California,34.1178,-117.6604
Alton,Alton,Illinois,38.9037,-90.152
Pleasanton,Pleasanton,California,37.6663,-121.8805
Kendall,Kendall,Florida,25.6697,-80.3556
Jonesboro,Jonesboro,Arkansas,35.8212,-90.6791
Bellflower,Bellflower,California,33.888,-118.1271
Battle Creek,Battle Creek,Michigan,42.2985,-85.2296
Chino Hills,Chino Hills,California,33.9508,-117.7254
Cheyenne,Cheyenne,Wyoming,41.135,-104.7902
Lebanon,Lebanon,Pennsylvania,40.3412,-76.4228
Carmichael,Carmichael,California,38.6318,-121.3263
South Jordan,South Jordan,Utah,40.557,-111.9784
Davis,Davis,California,38.5553,-121.737
Elizabethtown,Elizabethtown,Kentucky,37.7031,-85.8773
Schaumburg,Schaumburg,Illinois,42.0308,-88.0838
Alameda,Alameda,California,37.7668,-122.267
Hammond,Hammond,Indiana,41.6168,-87.4909
Pasco,Pasco,Washington,46.2506,-119.1305
Evanston,Evanston,Illinois,42.0464,-87.6943
Lehi,Lehi,Utah,40.4136,-111.8725
Alexandria,Alexandria,Louisiana,31.2923,-92.4702
North Port,North Port,Florida,27.0576,-82.1977
Arlington Heights,Arlington Heights,Illinois,42.0955,-87.9826
Camarillo,Camarillo,California,34.223,-119.0321
Wyoming,Wyoming,Michigan,42.8908,-85.7066
Flower Mound,Flower Mound,Texas,33.0343,-97.1146
Bethlehem,Bethlehem,Pennsylvania,40.6266,-75.3679
Hattiesburg,Hattiesburg,Mississippi,31.3074,-89.317
Loveland,Loveland,Colorado,40.4166,-105.0623
Pittsburg,Pittsburg,California,38.0182,-121.8965
Cedar Park,Cedar Park,Texas,30.5105,-97.8197
Wenatchee,Wenatchee,Washington,47.436,-120.3295
Southfield,Southfield,Michigan,42.4765,-83.2605
Rochester Hills,Rochester Hills,Michigan,42.6645,-83.1563
Hammond,Hammond,Louisiana,30.5061,-90.4563
Valdosta,Valdosta,Georgia,30.8502,-83.2788
Owensboro,Owensboro,Kentucky,37.7575,-87.1172
Apple Valley,Apple Valley,California,34.5352,-117.2109
Woodbury,Woodbury,Minnesota,44.9057,-92.923
Pawtucket,Pawtucket,Rhode Island,41.8744,-71.3743
St. Joseph,St. Joseph,Missouri,39.7598,-94.821
Doral,Doral,Florida,25.8152,-80.3565
Dover,Dover,New Hampshire,43.1887,-70.8845
Missouri City,Missouri City,Texas,29.563,-95.5365
Saratoga Springs,Saratoga Springs,New York,43.0674,-73.7775
Pocatello,Pocatello,Idaho,42.8724,-112.4647
Oshkosh,Oshkosh,Wisconsin,44.0227,-88.5619
New Britain,New Britain,Connecticut,41.6759,-72.7862
Castle Rock,Castle Rock,Colorado,39.3763,-104.8535
Lauderhill,Lauderhill,Florida,26.1605,-80.2241
Broomfield,Broomfield,Colorado,39.9542,-105.0526
Dale City,Dale City,Virginia,38.6473,-77.3459
Bolingbrook,Bolingbrook,Illinois,41.6901,-88.1021
Redmond,Redmond,Washington,47.6763,-122.1169
Caguas,Caguas,Puerto Rico,18.2319,-66.0388
Mansfield,Mansfield,Texas,32.569,-97.1213
Ellicott City,Ellicott City,Maryland,39.2774,-76.8345
Sheboygan,Sheboygan,Wisconsin,43.7403,-87.7316
Mansfield,Mansfield,Ohio,40.7656,-82.5275
Glens Falls,Glens Falls,New York,43.3109,-73.6458
Daytona Beach,Daytona Beach,Florida,29.1995,-81.0982
Lodi,Lodi,California,38.1218,-121.2932
Redlands,Redlands,California,34.0512,-117.1712
Harrisonburg,Harrisonburg,Virginia,38.4362,-78.8735
Dothan,Dothan,Alabama,31.2336,-85.407
Cleveland,Cleveland,Tennessee,35.1817,-84.8707
Jackson,Jackson,Tennessee,35.6538,-88.8354
Mount Vernon,Mount Vernon,New York,40.9136,-73.8291
Centreville,Centreville,Virginia,38.839,-77.4389
Altoona,Altoona,Pennsylvania,40.5082,-78.4007
Framingham,Framingham,Massachusetts,42.3085,-71.4368
Camden,Camden,New Jersey,39.9361,-75.1073
Georgetown,Georgetown,Texas,30.666,-97.6966
Baldwin Park,Baldwin Park,California,34.0829,-117.9722
Rocklin,Rocklin,California,38.8075,-121.2489
Porterville,Porterville,California,36.0643,-119.0338
Tamarac,Tamarac,Florida,26.2056,-80.2539
Glen Burnie,Glen Burnie,Maryland,39.156,-76.6071
Blacksburg,Blacksburg,Virginia,37.23,-80.4279
Wausau,Wausau,Wisconsin,44.962,-89.6459
Sumter,Sumter,South Carolina,33.9392,-80.393
Janesville,Janesville,Wisconsin,42.6854,-89.0135
Brunswick,Brunswick,Georgia,31.1449,-81.4746
Dublin,Dublin,California,37.7161,-121.8963
Wilmington,Wilmington,Delaware,39.7415,-75.5416
Waukesha,Waukesha,Wisconsin,43.0087,-88.2464
Fairbanks,Fairbanks,Alaska,64.8353,-147.6533
Lakeville,Lakeville,Minnesota,44.6774,-93.252
St. Charles,St. Charles,Missouri,38.7954,-90.5157
Redondo Beach,Redondo Beach,California,33.8577,-118.3765
Spring Hill,Spring Hill,Tennessee,35.7437,-86.9116
Bayonne,Bayonne,New Jersey,40.6668,-74.1158
Grand Forks,Grand Forks,North Dakota,47.9214,-97.0884
Noblesville,Noblesville,Indiana,40.0355,-86.0042
Guaynabo,Guaynabo,Puerto Rico,18.3832,-66.1134
El Paso de Robles,El Paso de Robles,California,35.6394,-120.656
North Richland Hills,North Richland Hills,Texas,32.8604,-97.218
Maple Grove,Maple Grove,Minnesota,45.1089,-93.4626
Passaic,Passaic,New Jersey,40.8574,-74.1282
Blaine,Blaine,Minnesota,45.1696,-93.2077
Lake Elsinore,Lake Elsinore,California,33.6847,-117.3344
Rogers,Rogers,Arkansas,36.317,-94.1531
Casas Adobes,Casas Adobes,Arizona,32.3423,-111.0113
Sherman,Sherman,Texas,33.6273,-96.6221
Walnut Creek,Walnut Creek,California,37.9024,-122.0399
Conway,Conway,Arkansas,35.0753,-92.4692
Eastvale,Eastvale,California,33.9617,-117.5803
Union City,Union City,California,37.6032,-122.0181
Michigan City,Michigan City,Indiana,41.7092,-86.869
Poinciana,Poinciana,Florida,28.1217,-81.4821
Tulare,Tulare,California,36.1995,-119.34
Gary,Gary,Indiana,41.5905,-87.3473
Gaithersburg,Gaithersburg,Maryland,39.1346,-77.2131
East Orange,East Orange,New Jersey,40.7651,-74.2117
Wesley Chapel,Wesley Chapel,Florida,28.2106,-82.3238
West Des Moines,West Des Moines,Iowa,41.5521,-93.7806
Dalton,Dalton,Georgia,34.769,-84.972
Dubuque,Dubuque,Iowa,42.5002,-90.707
Schenectady,Schenectady,New York,42.8025,-73.9275
Ankeny,Ankeny,Iowa,41.7288,-93.6031
Maricopa,Maricopa,Arizona,33.0408,-112.0011
Eagan,Eagan,Minnesota,44.817,-93.1638
Hanford,Hanford,California,36.3274,-119.6549
Bristol,Bristol,Tennessee,36.5572,-82.2154
Yorba Linda,Yorba Linda,California,33.889,-117.7714
Weston,Weston,Florida,26.1006,-80.4054
Watsonville,Watsonville,California,36.9206,-121.7708
Palo Alto,Palo Alto,California,37.3905,-122.1468
South Hill,South Hill,Washington,47.1198,-122.2853
Shawnee,Shawnee,Kansas,39.0158,-94.8076
San Marcos,San Marcos,Texas,29.8734,-97.9356
Great Falls,Great Falls,Montana,47.5022,-111.2996
Haverhill,Haverhill,Massachusetts,42.7838,-71.0871
Union City,Union City,New Jersey,40.7675,-74.0323
Palatine,Palatine,Illinois,42.118,-88.043
Longview,Longview,Washington,46.1461,-122.963
Corvallis,Corvallis,Oregon,44.5698,-123.2779
Rockville,Rockville,Maryland,39.0834,-77.1553
Skokie,Skokie,Illinois,42.036,-87.74
Mount Vernon,Mount Vernon,Washington,48.4203,-122.3115
Casper,Casper,Wyoming,42.842,-106.3208
Ames,Ames,Iowa,42.0256,-93.6217
Delray Beach,Delray Beach,Florida,26.455,-80.0905
Sammamish,Sammamish,Washington,47.6017,-122.0416
Lynwood,Lynwood,California,33.924,-118.2016
Dundalk,Dundalk,Maryland,39.2704,-76.4942
Bethesda,Bethesda,Maryland,38.9866,-77.1188
Morristown,Morristown,Tennessee,36.2043,-83.3001
Juana Díaz,Juana Diaz,Puerto Rico,18.0532,-66.5044
Kankakee,Kankakee,Illinois,41.102,-87.8643
Fajardo,Fajardo,Puerto Rico,18.3331,-65.6589
Alpharetta,Alpharetta,Georgia,34.0704,-84.2738
Novi,Novi,Michigan,42.4786,-83.4893
Kenner,Kenner,Louisiana,30.0109,-90.2549
Bay City,Bay City,Michigan,43.5902,-83.8887
Victoria,Victoria,Texas,28.8287,-96.9849
South San Francisco,South San Francisco,California,37.6538,-122.4196
Apex,Apex,North Carolina,35.7237,-78.8743
Parkersburg,Parkersburg,West Virginia,39.2623,-81.542
Malden,Malden,Massachusetts,42.4305,-71.0576
Castro Valley,Castro Valley,California,37.7088,-122.0626
Bozeman,Bozeman,Montana,45.6833,-111.0558
Brentwood,Brentwood,New York,40.7839,-73.2522
Waltham,Waltham,Massachusetts,42.3889,-71.2423
Pflugerville,Pflugerville,Texas,30.4515,-97.6018
North Little Rock,North Little Rock,Arkansas,34.7807,-92.2371
Brentwood,Brentwood,California,37.9356,-121.719
Laguna Niguel,Laguna Niguel,California,33.5275,-117.705
San Clemente,San Clemente,California,33.4499,-117.6102
Burnsville,Burnsville,Minnesota,44.7648,-93.2793
Spring,Spring,Texas,30.0613,-95.383
Port Charlotte,Port Charlotte,Florida,26.9918,-82.114
Eden Prairie,Eden Prairie,Minnesota,44.8488,-93.4595
Greenwood,Greenwood,Indiana,39.6019,-86.1073
Millcreek,Millcreek,Utah,40.6892,-111.8292
Bellevue,Bellevue,Nebraska,41.1485,-95.939
Coon Rapids,Coon Rapids,Minnesota,45.1755,-93.3094
Rowlett,Rowlett,Texas,32.9155,-96.5489
Hamilton,Hamilton,Ohio,39.3939,-84.5653
Lakewood,Lakewood,Washington,47.1628,-122.5299
Florence-Graham,Florence-Graham,California,33.9682,-118.2447
Commerce City,Commerce City,Colorado,39.8641,-104.843
Bossier City,Bossier City,Louisiana,32.5224,-93.6668
Taylor,Taylor,Michigan,42.226,-83.2688
La Habra,La Habra,California,33.9282,-117.9515
Port Orange,Port Orange,Florida,29.1085,-81.0137
Moore,Moore,Oklahoma,35.3293,-97.4757
Council Bluffs,Council Bluffs,Iowa,41.2369,-95.8516
Leander,Leander,Texas,30.5728,-97.8618
Dearborn Heights,Dearborn Heights,Michigan,42.3164,-83.2769
Reston,Reston,Virginia,38.9497,-77.3461
Montebello,Montebello,California,34.0155,-118.1108
Pontiac,Pontiac,Michigan,42.6493,-83.2878
Encinitas,Encinitas,California,33.0492,-117.261
Queen Creek,Queen Creek,Arizona,33.2454,-111.6173
Medford,Medford,Massachusetts,42.4234,-71.1087
Springfield,Springfield,Oregon,44.0538,-122.9811
Hendersonville,Hendersonville,Tennessee,36.3063,-86.5997
Palm Harbor,Palm Harbor,Florida,28.0847,-82.7481
Pico Rivera,Pico Rivera,California,33.9901,-118.0888
Marietta,Marietta,Georgia,33.9533,-84.5422
Wellington,Wellington,Florida,26.6461,-80.2699
Sanford,Sanford,Florida,28.7891,-81.2757
Woodland,Woodland,California,38.6712,-121.75
Caldwell,Caldwell,Idaho,43.6453,-116.6594
Huntersville,Huntersville,North Carolina,35.406,-80.8716
Bristol,Bristol,Connecticut,41.6812,-72.9407
Jupiter,Jupiter,Florida,26.92,-80.1128
San Rafael,San Rafael,California,37.9905,-122.5221
La Mesa,La Mesa,California,32.7703,-117.0204
Richland,Richland,Washington,46.2824,-119.2939
Revere,Revere,Massachusetts,42.4189,-71.004
Meriden,Meriden,Connecticut,41.5369,-72.7946
Monterey Park,Monterey Park,California,34.0497,-118.1326
Gardena,Gardena,California,33.8943,-118.3072
Euless,Euless,Texas,32.8508,-97.08
Des Plaines,Des Plaines,Illinois,42.0345,-87.9008
West Allis,West Allis,Wisconsin,43.0068,-88.0296
North Miami,North Miami,Florida,25.9008,-80.1686
St. Cloud,St. Cloud,Florida,28.2363,-81.2779
The Hammocks,The Hammocks,Florida,25.67,-80.4482
Cupertino,Cupertino,California,37.3168,-122.0466
Taylorsville,Taylorsville,Utah,40.6569,-111.9493
Petaluma,Petaluma,California,38.2423,-122.6266
Kokomo,Kokomo,Indiana,40.464,-86.1277
Santee,Santee,California,32.8554,-116.9851
Stonecrest,Stonecrest,Georgia,33.6842,-84.1372
Taunton,Taunton,Massachusetts,41.9036,-71.0943
White Plains,White Plains,New York,41.022,-73.7547
Palm Beach Gardens,Palm Beach Gardens,Florida,26.8466,-80.1679
Chapel Hill,Chapel Hill,North Carolina,35.9271,-79.0391
Hoboken,Hoboken,New Jersey,40.7452,-74.0281
Parker,Parker,Colorado,39.5084,-104.7753
Blue Springs,Blue Springs,Missouri,39.0124,-94.2721
Shoreline,Shoreline,Washington,47.7564,-122.3426
St. Clair Shores,St. Clair Shores,Michigan,42.4925,-82.8961
Horizon West,Horizon West,Florida,28.4417,-81.6146
Margate,Margate,Florida,26.2466,-80.2119
Orland Park,Orland Park,Illinois,41.6075,-87.8619
Carson City,Carson City,Nevada,39.1511,-119.7476
Midwest City,Midwest City,Oklahoma,35.463,-97.371
Royal Oak,Royal Oak,Michigan,42.5084,-83.1539
Bowie,Bowie,Maryland,38.9549,-76.7406
Kettering,Kettering,Ohio,39.6956,-84.1494
St. Peters,St. Peters,Missouri,38.7825,-90.6061
Oak Lawn,Oak Lawn,Illinois,41.7139,-87.7528
Towson,Towson,Maryland,39.3944,-76.619
Coconut Creek,Coconut Creek,Florida,26.2803,-80.1842
Decatur,Decatur,Alabama,34.5731,-86.9905
Lenexa,Lenexa,Kansas,38.9609,-94.8018
Bartlett,Bartlett,Tennessee,35.2337,-89.8195
South Whittier,South Whittier,California,33.9336,-118.0312
Lake Havasu City,Lake Havasu City,Arizona,34.5006,-114.3113
Bel Air South,Bel Air South,Maryland,39.5022,-76.3113
Fountainebleau,Fountainebleau,Florida,25.7723,-80.346
Wylie,Wylie,Texas,33.0362,-96.5161
Madison,Madison,Alabama,34.7114,-86.7626
Brookhaven,Brookhaven,Georgia,33.8743,-84.3314
Highland,Highland,California,34.1113,-117.165
Fountain Valley,Fountain Valley,California,33.7105,-117.9514
Berwyn,Berwyn,Illinois,41.8433,-87.7909
Severn,Severn,Maryland,39.1355,-76.6956
Albany,Albany,Oregon,44.6272,-123.0965
National City,National City,California,32.6654,-117.0983
Lacey,Lacey,Washington,47.0462,-122.7933
Mount Prospect,Mount Prospect,Illinois,42.0641,-87.9375
Arcadia,Arcadia,California,34.1342,-118.0373
DeSoto,DeSoto,Texas,32.5992,-96.8633
Smyrna,Smyrna,Georgia,33.8633,-84.5168
Bradenton,Bradenton,Florida,27.4901,-82.5757
New Brunswick,New Brunswick,New Jersey,40.487,-74.445
Apple Valley,Apple Valley,Minnesota,44.7457,-93.2004
Tinley Park,Tinley Park,Illinois,41.567,-87.8049
Sarasota,Sarasota,Florida,27.3387,-82.5432
Hacienda Heights,Hacienda Heights,California,33.997,-117.9727
Chicopee,Chicopee,Massachusetts,42.1764,-72.5719
West Haven,West Haven,Connecticut,41.2739,-72.9672
Herriman,Herriman,Utah,40.4899,-112.017
Perth Amboy,Perth Amboy,New Jersey,40.5202,-74.2724
Casa Grande,Casa Grande,Arizona,32.9069,-111.7624
Tigard,Tigard,Oregon,45.4237,-122.7845
Apopka,Apopka,Florida,28.7015,-81.5316
Southaven,Southaven,Mississippi,34.9514,-89.9786
Huntington Park,Huntington Park,California,33.98,-118.2167
Diamond Bar,Diamond Bar,California,33.9992,-117.8161
Bentonville,Bentonville,Arkansas,36.3547,-94.2305
Yucaipa,Yucaipa,California,34.0336,-117.0429
Plainfield,Plainfield,New Jersey,40.6154,-74.4157
Manhattan,Manhattan,Kansas,39.1886,-96.6048
Aspen Hill,Aspen Hill,Maryland,39.0927,-77.0826
Rocky Mount,Rocky Mount,North Carolina,35.9685,-77.804
Peabody,Peabody,Massachusetts,42.5335,-70.9725
West Sacramento,West Sacramento,California,38.5557,-121.5505
San Jacinto,San Jacinto,California,33.797,-116.9916
Kentwood,Kentwood,Michigan,42.8852,-85.5926
Colton,Colton,California,34.0538,-117.3255
Oak Park,Oak Park,Illinois,41.8872,-87.7899
Westchester,Westchester,Florida,25.7471,-80.3523
Smyrna,Smyrna,Tennessee,35.9687,-86.5264
Wheaton,Wheaton,Illinois,41.8561,-88.1085
Beaumont,Beaumont,California,33.9076,-116.9766
Aloha,Aloha,Oregon,45.492,-122.8725
Minnetonka,Minnetonka,Minnesota,44.9322,-93.4598
Pinellas Park,Pinellas Park,Florida,27.8589,-82.7078
Kannapolis,Kannapolis,North Carolina,35.4764,-80.6408
Paramount,Paramount,California,33.8977,-118.1651
Texas City,Texas City,Texas,29.4154,-94.9682
Novato,Novato,California,38.092,-122.5575
Edina,Edina,Minnesota,44.8914,-93.3602
Normal,Normal,Illinois,40.5217,-88.9884
Tamiami,Tamiami,Florida,25.7556,-80.4016
Grand Island,Grand Island,Nebraska,40.9218,-98.3586
Methuen Town,Methuen Town,Massachusetts,42.734,-71.1889
Elyria,Elyria,Ohio,41.376,-82.106
Wheaton,Wheaton,Maryland,39.0492,-77.0573
Kendale Lakes,Kendale Lakes,Florida,25.7081,-80.4078
Marana,Marana,Arizona,32.4355,-111.1558
West New York,West New York,New Jersey,40.7857,-74.0094
Twin Falls,Twin Falls,Idaho,42.5645,-114.4613
Florissant,Florissant,Missouri,38.7996,-90.3269
Glendora,Glendora,California,34.1449,-117.8467
Cathedral City,Cathedral City,California,33.8362,-116.4642
Aliso Viejo,Aliso Viejo,California,33.5792,-117.7289
Placentia,Placentia,California,33.8807,-117.8553
Hoffman Estates,Hoffman Estates,Illinois,42.064,-88.1468
Burien,Burien,Washington,47.4762,-122.3394
Dunwoody,Dunwoody,Georgia,33.9418,-84.3122
Palm Desert,Palm Desert,California,33.7378,-116.3695
Troy,Troy,New York,42.7354,-73.6751
Collierville,Collierville,Tennessee,35.047,-89.6987
Levittown,Levittown,Pennsylvania,40.1533,-74.8531
Rosemead,Rosemead,California,34.0689,-118.0823
Country Club,Country Club,Florida,25.9407,-80.3102
Enid,Enid,Oklahoma,36.4063,-97.87
Cuyahoga Falls,Cuyahoga Falls,Ohio,41.1641,-81.5207
Mishawaka,Mishawaka,Indiana,41.6742,-86.1666
Columbus,Columbus,Indiana,39.2093,-85.9183
Summerville,Summerville,South Carolina,33.0016,-80.1799
Levittown,Levittown,New York,40.7241,-73.5125
Grapevine,Grapevine,Texas,32.9343,-97.0742
Covina,Covina,California,34.0903,-117.8818
Milford city ,Milford city ,Connecticut,41.2255,-73.0625
Draper,Draper,Utah,40.4957,-111.8605
Lakewood,Lakewood,Ohio,41.4822,-81.8008
Catalina Foothills,Catalina Foothills,Arizona,32.3046,-110.8838
Delano,Delano,California,35.7662,-119.2635
Lincoln,Lincoln,California,38.8774,-121.2937
Murray,Murray,Utah,40.6498,-111.8874
Mooresville,Mooresville,North Carolina,35.5847,-80.8266
Downers Grove,Downers Grove,Illinois,41.7949,-88.0172
Florin,Florin,California,38.4832,-121.4043
Cypress,Cypress,California,33.8171,-118.0386
Jeffersonville,Jeffersonville,Indiana,38.3376,-85.7026
North Bethesda,North Bethesda,Maryland,39.0393,-77.1191
Azusa,Azusa,California,34.1386,-117.9124
Coral Gables,Coral Gables,Florida,25.7037,-80.2715
Chesterfield,Chesterfield,Missouri,38.6589,-90.5803
McLean,McLean,Virginia,38.9436,-77.1943
St. Louis Park,St. Louis Park,Minnesota,44.9488,-93.3649
East Honolulu,East Honolulu,Hawaii,21.2975,-157.7211
Bedford,Bedford,Texas,32.8464,-97.135
Euclid,Euclid,Ohio,41.5903,-81.5188
Lawrence,Lawrence,Indiana,39.8674,-85.9904
Ceres,Ceres,California,37.5952,-120.962
University,University,Florida,28.0771,-82.4335
Biloxi,Biloxi,Mississippi,30.4426,-88.9514
El Dorado Hills,El Dorado Hills,California,38.675,-121.049
Cerritos,Cerritos,California,33.8678,-118.0686
Burleson,Burleson,Texas,32.517,-97.3344
